"","X","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","count_famrecall","count_test_response","date_startdate","date_starttime","multichar_knowresp","p2dur","plc1","plc1c","plc1s","plc1sh","plc1x","plc1y","plc2","plc2c","plc2s","plc2sh","plc2x","plc2y","plc3","plc3c","plc3s","plc3sh","plc3x","plc3y","plc4","plc4c","plc4s","plc4sh","plc4x","plc4y","plc5","plc5c","plc5s","plc5sh","plc5x","plc5y","plcundefined","plcundefineds","plcundefinedsh","plcundefinedx","plcundefinedy","response_test_response","response_time_test_response","rtnr","sessionid","stim","type","tq"
"98",3541,3,NA,5,2,NA,1,0,4,0,0,79,"30-03-23","16:29:15","f3pz0b",1449,"cir4.png",4,1,"cir",120,0,"cir3.png",3,1,"cir",-120,0,"cir5.png",5,1,"cir",-120,-120,"cir3.png",3,1,"cir",0,120,"cir3.png",3,1,"cir",120,-120,"cir0.png",1,"cir",0,-120,"left",1551,2,1682864983738,"p3sarrshacol4.png","sarrshacol","new"
"99",3542,5,0,3,0,4,2,1,0,0,0,79,"30-03-23","16:29:15","f3pz0b",1449,"cir6.png",6,1,"cir",-120,120,"sqa3.png",3,1,"sqa",120,0,"tri3.png",3,1,"tri",120,-120,"sqa4.png",4,1,"sqa",0,0,"cir1.png",1,1,"cir",-120,-120,"cir0.png",1,"cir",0,-120,"left",1551,3,1682864983738,"p3sarrshacol4.png","sarrshacol","new"
"100",3543,4,0,0,5,1,3,0,2,0,0,79,"30-03-23","16:29:15","f3pz0b",1449,"sqa3.png",3,1,"sqa",0,0,"tri4.png",4,1,"tri",0,120,"tri5.png",5,1,"tri",120,0,"cir1.png",1,1,"cir",-120,-120,"sqa2.png",2,1,"sqa",-120,0,"cir0.png",1,"cir",0,-120,"left",1551,4,1682864983738,"p3sarrshacol4.png","sarrshacol","new"
"101",3625,4,0,0,2,3,1,5,0,0,0,79,"29-03-23","14:58:58","begobm",1537,"tri2.png",2,1,"tri",120,0,"sqa3.png",3,1,"sqa",-120,0,"sqa3.png",3,1,"sqa",0,0,"cir5.png",5,1,"cir",-120,-120,"tri1.png",1,1,"tri",-120,120,"",NA,"",NA,NA,"down",1463,1,1682773195162,"p3sarrshacol4.png","sarrshacol","new"
"102",3626,2,0,0,1,3,5,4,0,0,0,79,"29-03-23","14:58:58","begobm",1537,"tri2.png",2,1,"tri",-120,0,"cir4.png",4,1,"cir",-120,-120,"tri2.png",2,1,"tri",0,0,"sqa3.png",3,1,"sqa",-120,120,"sqa1.png",1,1,"sqa",120,0,"",NA,"",NA,NA,"down",1463,2,1682773195162,"p3sarrshacol4.png","sarrshacol","new"
"103",3627,3,0,2,5,1,4,0,0,0,0,79,"29-03-23","14:58:58","begobm",1537,"tri6.png",6,1,"tri",0,0,"cir4.png",4,1,"cir",120,-120,"tri6.png",6,1,"tri",-120,-120,"cir4.png",4,1,"cir",120,0,"sqa5.png",5,1,"sqa",-120,0,"",NA,"",NA,NA,"down",1463,3,1682773195162,"p3sarrshacol4.png","sarrshacol","new"
"104",3628,0,0,3,4,2,5,1,0,0,0,79,"29-03-23","14:58:58","begobm",1537,"cir2.png",2,1,"cir",-120,120,"tri1.png",1,1,"tri",0,0,"sqa5.png",5,1,"sqa",120,-120,"sqa1.png",1,1,"sqa",-120,0,"cir4.png",4,1,"cir",120,0,"",NA,"",NA,NA,"down",1463,4,1682773195162,"p3sarrshacol4.png","sarrshacol","new"
"105",3710,0,4,2,0,5,1,0,3,0,0,79,"29-03-23","14:28:08","anoqkb",2075,"tri3.png",3,1,"tri",120,0,"tri3.png",3,1,"tri",120,-120,"sqa1.png",1,1,"sqa",0,120,"tri1.png",1,1,"tri",0,-120,"cir5.png",5,1,"cir",0,0,"",NA,"",NA,NA,"left",925,1,1682771306571,"p3sarrshacol4.png","sarrshacol","new"
"106",3711,0,1,5,0,3,4,2,0,0,0,79,"29-03-23","14:28:08","anoqkb",2075,"cir3.png",3,1,"cir",0,-120,"tri6.png",6,1,"tri",-120,120,"sqa4.png",4,1,"sqa",0,0,"cir2.png",2,1,"cir",120,0,"cir4.png",4,1,"cir",120,-120,"",NA,"",NA,NA,"left",925,2,1682771306571,"p3sarrshacol4.png","sarrshacol","new"
"107",3712,0,1,2,0,3,0,4,5,NA,0,79,"29-03-23","14:28:08","anoqkb",2075,"cir6.png",6,1,"cir",0,-120,"sqa2.png",2,1,"sqa",120,-120,"tri1.png",1,1,"tri",0,0,"cir2.png",2,1,"cir",-120,120,"tri4.png",4,1,"tri",0,120,"tri0.png",1,"tri",120,120,"left",925,3,1682771306571,"p3sarrshacol4.png","sarrshacol","new"
"108",3713,5,NA,2,NA,3,4,1,0,NA,0,79,"29-03-23","14:28:08","anoqkb",2075,"cir2.png",2,1,"cir",-120,120,"tri6.png",6,1,"tri",120,-120,"cir3.png",3,1,"cir",0,0,"tri1.png",1,1,"tri",120,0,"sqa5.png",5,1,"sqa",-120,-120,"sqa0.png",1,"sqa",120,120,"left",925,4,1682771306571,"p3sarrshacol4.png","sarrshacol","new"
"109",3795,5,1,0,2,3,0,4,0,0,0,79,"29-03-23","12:37:41","bx1812",540,"tri3.png",3,1,"tri",0,-120,"cir5.png",5,1,"cir",-120,0,"tri3.png",3,1,"tri",0,0,"sqa1.png",1,1,"sqa",-120,120,"tri1.png",1,1,"tri",-120,-120,"",NA,"",NA,NA,"left",2460,1,1682764664009,"p3sarrshacol4.png","sarrshacol","new"
"110",3796,1,2,0,3,4,5,0,0,0,0,79,"29-03-23","12:37:41","bx1812",540,"cir6.png",6,1,"cir",-120,-120,"sqa1.png",1,1,"sqa",0,-120,"cir6.png",6,1,"cir",-120,0,"sqa5.png",5,1,"sqa",0,0,"tri2.png",2,1,"tri",120,0,"",NA,"",NA,NA,"left",2460,2,1682764664009,"p3sarrshacol4.png","sarrshacol","new"
"111",3797,0,3,2,4,5,1,0,0,0,0,79,"29-03-23","12:37:41","bx1812",540,"tri1.png",1,1,"tri",120,0,"cir3.png",3,1,"cir",120,-120,"sqa5.png",5,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",-120,0,"cir2.png",2,1,"cir",0,0,"",NA,"",NA,NA,"left",2460,3,1682764664009,"p3sarrshacol4.png","sarrshacol","new"
"112",3798,0,4,5,1,0,2,3,0,0,0,79,"29-03-23","12:37:41","bx1812",540,"tri1.png",1,1,"tri",-120,0,"cir3.png",3,1,"cir",120,0,"sqa4.png",4,1,"sqa",-120,120,"sqa2.png",2,1,"sqa",0,-120,"tri1.png",1,1,"tri",120,-120,"",NA,"",NA,NA,"left",2460,4,1682764664009,"p3sarrshacol4.png","sarrshacol","new"
"113",3880,0,0,0,0,0,3,4,0,0,0,79,"29-03-23","09:00:41","xiyfyv",2208,"sqa3.png",3,0,"sqa",0,120,"cir0.png",0,0,"cir",-120,0,"tri2.png",2,1,"tri",120,0,"cir1.png",1,1,"cir",-120,120,"sqa6.png",6,0,"sqa",0,0,"",NA,"",NA,NA,"left",792,1,1682751717655,"p3sarrshacol4.png","sarrshacol","new"
"114",3881,0,3,5,0,4,2,0,0,1,0,79,"29-03-23","09:00:41","xiyfyv",2208,"sqa0.png",1,1,"sqa",120,120,"tri3.png",3,1,"tri",120,0,"tri0.png",3,1,"tri",0,-120,"tri6.png",6,1,"tri",0,0,"tri3.png",3,1,"tri",120,-120,"",NA,"",NA,NA,"left",792,2,1682751717655,"p3sarrshacol4.png","sarrshacol","new"
"115",3882,4,3,0,1,2,0,5,0,0,0,79,"29-03-23","09:00:41","xiyfyv",2208,"tri4.png",4,1,"tri",-120,0,"tri3.png",3,1,"tri",0,0,"sqa1.png",1,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",-120,-120,"cir0.png",1,1,"cir",-120,120,"",NA,"",NA,NA,"left",792,3,1682751717655,"p3sarrshacol4.png","sarrshacol","new"
"116",3883,0,2,4,3,5,1,0,0,0,0,79,"29-03-23","09:00:41","xiyfyv",2208,"tri0.png",0,1,"tri",120,0,"sqa0.png",5,1,"sqa",0,-120,"tri5.png",5,1,"tri",-120,0,"cir0.png",5,1,"cir",120,-120,"cir0.png",6,1,"cir",0,0,"",NA,"",NA,NA,"left",792,4,1682751717655,"p3sarrshacol4.png","sarrshacol","new"
"117",3965,0,3,5,1,0,2,4,0,0,0,79,"28-03-23","13:57:37","c8mul9",1668,"cir6.png",6,1,"cir",-120,0,"cir4.png",4,1,"cir",120,0,"sqa1.png",1,1,"sqa",0,-120,"tri4.png",4,1,"tri",-120,120,"tri4.png",4,1,"tri",120,-120,"",NA,"",NA,NA,"left",1332,1,1682683069153,"p3sarrshacol4.png","sarrshacol","new"
"118",3966,0,4,1,0,5,2,0,3,0,0,79,"28-03-23","13:57:37","c8mul9",1668,"sqa3.png",3,1,"sqa",120,-120,"cir5.png",5,1,"cir",120,0,"tri1.png",1,1,"tri",0,120,"tri1.png",1,1,"tri",0,-120,"cir3.png",3,1,"cir",0,0,"",NA,"",NA,NA,"left",1332,2,1682683069153,"p3sarrshacol4.png","sarrshacol","new"
"119",3967,1,2,0,5,3,4,0,0,0,0,79,"28-03-23","13:57:37","c8mul9",1668,"sqa6.png",6,1,"sqa",-120,-120,"cir5.png",5,1,"cir",0,-120,"tri1.png",1,1,"tri",0,0,"cir2.png",2,1,"cir",120,0,"cir2.png",2,1,"cir",-120,0,"",NA,"",NA,NA,"left",1332,3,1682683069153,"p3sarrshacol4.png","sarrshacol","new"
"120",3968,4,0,0,3,1,5,0,2,0,0,79,"28-03-23","13:57:37","c8mul9",1668,"sqa3.png",3,1,"sqa",0,0,"tri4.png",4,1,"tri",0,120,"cir4.png",4,1,"cir",-120,0,"sqa6.png",6,1,"sqa",-120,-120,"cir1.png",1,1,"cir",120,0,"",NA,"",NA,NA,"left",1332,4,1682683069153,"p3sarrshacol4.png","sarrshacol","new"
"121",4050,0,2,1,0,3,4,0,5,0,0,79,"27-03-23","14:16:44","",2380,"tri3.png",3,1,"tri",120,-120,"tri1.png",1,1,"tri",0,-120,"cir5.png",5,1,"cir",0,0,"tri3.png",3,1,"tri",120,0,"sqa1.png",1,1,"sqa",0,120,"",NA,"",NA,NA,"right",620,1,1682597869137,"p3sarrshacol4.png","sarrshacol","new"
"122",4051,4,1,0,2,3,5,0,0,0,0,79,"27-03-23","14:16:44","",2380,"sqa3.png",3,1,"sqa",0,-120,"cir6.png",6,1,"cir",-120,0,"sqa6.png",6,1,"sqa",0,0,"cir1.png",1,1,"cir",-120,-120,"tri2.png",2,1,"tri",120,0,"",NA,"",NA,NA,"right",620,2,1682597869137,"p3sarrshacol4.png","sarrshacol","new"
"123",4052,0,3,4,1,0,2,5,0,0,0,79,"27-03-23","14:16:44","",2380,"cir5.png",5,1,"cir",-120,0,"tri4.png",4,1,"tri",120,0,"sqa1.png",1,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",120,-120,"cir6.png",6,1,"cir",-120,120,"",NA,"",NA,NA,"right",620,3,1682597869137,"p3sarrshacol4.png","sarrshacol","new"
"124",4053,0,0,0,0,3,1,2,5,4,0,79,"27-03-23","14:16:44","",2380,"cir6.png",6,1,"cir",120,0,"sqa4.png",4,1,"sqa",-120,120,"sqa5.png",5,1,"sqa",0,0,"tri1.png",1,1,"tri",120,120,"sqa5.png",5,1,"sqa",0,120,"",NA,"",NA,NA,"right",620,4,1682597869137,"p3sarrshacol4.png","sarrshacol","new"
"125",4135,0,4,3,5,1,2,NA,0,0,0,79,"27-03-23","12:29:25","k60zqv",1393,"sqa3.png",3,1,"sqa",0,0,"sqa4.png",4,1,"sqa",120,0,"tri2.png",2,1,"tri",120,-120,"tri2.png",2,1,"tri",0,-120,"cir1.png",1,1,"cir",-120,0,"cir0.png",1,"cir",-120,120,"left",1607,1,1682591419345,"p3sarrshacol4.png","sarrshacol","new"
"126",4136,0,5,2,0,4,3,0,1,0,0,79,"27-03-23","12:29:25","k60zqv",1393,"tri1.png",1,1,"tri",0,120,"sqa3.png",3,1,"sqa",120,-120,"sqa3.png",3,1,"sqa",120,0,"cir5.png",5,1,"cir",0,0,"tri1.png",1,1,"tri",0,-120,"cir0.png",1,"cir",-120,120,"left",1607,2,1682591419345,"p3sarrshacol4.png","sarrshacol","new"
"127",4137,4,5,3,0,0,2,1,NA,0,0,79,"27-03-23","12:29:25","k60zqv",1393,"sqa4.png",4,1,"sqa",-120,120,"tri6.png",6,1,"tri",120,0,"cir3.png",3,1,"cir",120,-120,"tri1.png",1,1,"tri",-120,-120,"sqa5.png",5,1,"sqa",0,-120,"tri0.png",1,"tri",0,120,"left",1607,3,1682591419345,"p3sarrshacol4.png","sarrshacol","new"
"128",4138,5,0,0,0,3,4,1,2,0,0,79,"27-03-23","12:29:25","k60zqv",1393,"sqa1.png",1,1,"sqa",-120,120,"cir5.png",5,1,"cir",0,120,"tri1.png",1,1,"tri",0,0,"sqa6.png",6,1,"sqa",120,0,"cir3.png",3,1,"cir",-120,-120,"tri0.png",1,"tri",0,120,"left",1607,4,1682591419345,"p3sarrshacol4.png","sarrshacol","new"
"129",4220,0,5,3,2,4,1,0,0,0,0,79,"27-03-23","12:02:32","bxa3vr",1023,"tri6.png",6,1,"tri",120,0,"cir4.png",4,1,"cir",-120,0,"sqa4.png",4,1,"sqa",120,-120,"sqa4.png",4,1,"sqa",0,0,"cir5.png",5,1,"cir",0,-120,"",NA,"",NA,NA,"left",1977,1,1682589810224,"p3sarrshacol4.png","sarrshacol","new"
"130",4221,0,2,4,1,3,0,5,0,0,0,79,"27-03-23","12:02:32","bxa3vr",1023,"cir5.png",5,1,"cir",-120,0,"tri6.png",6,1,"tri",0,-120,"tri6.png",6,1,"tri",0,0,"sqa5.png",5,1,"sqa",120,-120,"cir4.png",4,1,"cir",-120,120,"",NA,"",NA,NA,"left",1977,2,1682589810224,"p3sarrshacol4.png","sarrshacol","new"
"131",4222,3,2,0,4,1,NA,0,5,0,0,79,"27-03-23","12:02:32","bxa3vr",1023,"sqa5.png",5,1,"sqa",0,0,"sqa5.png",5,1,"sqa",0,-120,"tri4.png",4,1,"tri",-120,-120,"tri4.png",4,1,"tri",-120,0,"cir4.png",4,1,"cir",0,120,"cir0.png",1,"cir",120,0,"left",1977,3,1682589810224,"p3sarrshacol4.png","sarrshacol","new"
"132",4223,0,2,5,3,4,1,0,0,0,0,79,"27-03-23","12:02:32","bxa3vr",1023,"tri5.png",5,1,"tri",120,0,"sqa2.png",2,1,"sqa",0,-120,"cir4.png",4,1,"cir",-120,0,"sqa2.png",2,1,"sqa",0,0,"cir5.png",5,1,"cir",120,-120,"cir0.png",1,"cir",120,0,"left",1977,4,1682589810224,"p3sarrshacol4.png","sarrshacol","new"
"133",4305,0,1,2,0,5,3,0,0,0,0,79,"26-03-23","22:25:11","naiwum",1977,"sqa1.png",1,1,"sqa",0,-120,"tri4.png",4,1,"tri",120,-120,"cir4.png",4,1,"cir",120,0,"sqa0.png",0,0,"sqa",-120,0,"sqa4.png",4,1,"sqa",0,0,"",NA,"",NA,NA,"right",1023,1,1682540719025,"p3sarrshacol4.png","sarrshacol","new"
"134",4306,1,0,4,3,0,2,0,0,5,0,79,"26-03-23","22:25:11","naiwum",1977,"sqa4.png",4,1,"sqa",-120,-120,"cir3.png",3,1,"cir",120,0,"sqa4.png",4,1,"sqa",-120,0,"tri1.png",1,1,"tri",120,-120,"cir3.png",3,1,"cir",120,120,"",NA,"",NA,NA,"right",1023,2,1682540719025,"p3sarrshacol4.png","sarrshacol","new"
"135",4307,1,0,5,0,3,2,0,0,4,0,79,"26-03-23","22:25:11","naiwum",1977,"tri4.png",4,1,"tri",-120,-120,"cir4.png",4,1,"cir",120,0,"sqa1.png",1,1,"sqa",0,0,"cir3.png",3,1,"cir",120,120,"cir1.png",1,1,"cir",120,-120,"",NA,"",NA,NA,"right",1023,3,1682540719025,"p3sarrshacol4.png","sarrshacol","new"
"136",4308,1,5,0,2,0,4,3,0,0,0,79,"26-03-23","22:25:11","naiwum",1977,"tri1.png",1,1,"tri",-120,-120,"tri4.png",4,1,"tri",-120,0,"sqa3.png",3,1,"sqa",-120,120,"sqa5.png",5,1,"sqa",120,0,"cir3.png",3,1,"cir",0,-120,"",NA,"",NA,NA,"right",1023,4,1682540719025,"p3sarrshacol4.png","sarrshacol","new"
"137",4390,0,5,3,0,2,1,0,4,0,0,79,"26-03-23","17:59:10","i534bc",1414,"tri3.png",3,1,"tri",120,0,"cir6.png",6,1,"cir",0,0,"tri3.png",3,1,"tri",120,-120,"tri1.png",1,1,"tri",0,120,"tri1.png",1,1,"tri",0,-120,"",NA,"",NA,NA,"left",1586,1,1682524766247,"p3sarrshacol4.png","sarrshacol","new"
"138",4391,0,0,0,3,5,4,1,2,0,0,79,"26-03-23","17:59:10","i534bc",1414,"sqa5.png",5,1,"sqa",-120,120,"cir4.png",4,1,"cir",0,120,"cir4.png",4,1,"cir",-120,0,"tri1.png",1,1,"tri",120,0,"sqa5.png",5,1,"sqa",0,0,"",NA,"",NA,NA,"left",1586,2,1682524766247,"p3sarrshacol4.png","sarrshacol","new"
"139",4392,0,0,0,2,3,1,5,4,0,0,79,"26-03-23","17:59:10","i534bc",1414,"tri0.png",0,1,"tri",120,0,"cir3.png",3,1,"cir",-120,0,"sqa6.png",6,1,"sqa",0,0,"tri3.png",3,1,"tri",0,120,"sqa6.png",6,1,"sqa",-120,120,"",NA,"",NA,NA,"left",1586,3,1682524766247,"p3sarrshacol4.png","sarrshacol","new"
"140",4393,0,1,5,2,0,3,4,0,0,0,79,"26-03-23","17:59:10","i534bc",1414,"tri5.png",5,1,"tri",0,-120,"tri1.png",1,1,"tri",-120,0,"tri5.png",5,1,"tri",120,0,"sqa4.png",4,1,"sqa",-120,120,"sqa2.png",2,1,"sqa",120,-120,"",NA,"",NA,NA,"left",1586,4,1682524766247,"p3sarrshacol4.png","sarrshacol","new"
"141",4475,0,5,1,0,4,2,0,3,0,0,79,"26-03-23","12:02:02","ww03jo",1676,"tri0.png",0,1,"tri",120,-120,"tri0.png",0,1,"tri",120,0,"sqa0.png",0,1,"sqa",0,120,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",0,-120,"",NA,"",NA,NA,"left",1324,1,1682503382490,"p3sarrshacol4.png","sarrshacol","new"
"142",4476,0,0,0,0,2,1,4,5,3,0,79,"26-03-23","12:02:02","ww03jo",1676,"cir4.png",4,1,"cir",120,0,"sqa5.png",5,1,"sqa",0,0,"tri1.png",1,1,"tri",120,120,"sqa4.png",4,1,"sqa",-120,120,"cir4.png",4,1,"cir",0,120,"",NA,"",NA,NA,"left",1324,2,1682503382490,"p3sarrshacol4.png","sarrshacol","new"
"143",4477,0,1,4,0,3,5,2,0,0,0,79,"26-03-23","12:02:02","ww03jo",1676,"sqa1.png",1,1,"sqa",0,-120,"tri4.png",4,1,"tri",-120,120,"cir4.png",4,1,"cir",0,0,"sqa1.png",1,1,"sqa",120,-120,"tri4.png",4,1,"tri",120,0,"",NA,"",NA,NA,"left",1324,3,1682503382490,"p3sarrshacol4.png","sarrshacol","new"
"144",4478,0,5,0,0,4,2,0,3,1,0,79,"26-03-23","12:02:02","ww03jo",1676,"sqa0.png",0,1,"sqa",120,120,"sqa0.png",0,1,"sqa",120,0,"sqa0.png",0,1,"sqa",0,120,"sqa0.png",0,1,"sqa",0,0,"sqa0.png",0,1,"sqa",0,-120,"",NA,"",NA,NA,"left",1324,4,1682503382490,"p3sarrshacol4.png","sarrshacol","new"
"145",4560,0,3,2,1,5,4,0,0,0,0,79,"26-03-23","10:58:41","kancv4",1540,"sqa5.png",5,1,"sqa",-120,0,"tri4.png",4,1,"tri",120,-120,"sqa5.png",5,1,"sqa",0,-120,"cir6.png",6,1,"cir",120,0,"tri4.png",4,1,"tri",0,0,"",NA,"",NA,NA,"left",1460,1,1682499551099,"p3sarrshacol4.png","sarrshacol","new"
"146",4561,0,1,5,0,0,2,3,0,0,0,79,"26-03-23","10:58:41","kancv4",1540,"sqa3.png",3,1,"sqa",0,-120,"tri4.png",4,1,"tri",120,0,"tri4.png",4,1,"tri",-120,120,"tri0.png",0,0,"tri",-120,120,"cir6.png",6,1,"cir",120,-120,"",NA,"",NA,NA,"left",1460,2,1682499551099,"p3sarrshacol4.png","sarrshacol","new"
"147",4562,4,1,2,0,3,5,0,0,0,0,79,"26-03-23","10:58:41","kancv4",1540,"sqa2.png",2,1,"sqa",0,-120,"cir5.png",5,1,"cir",120,-120,"cir3.png",3,1,"cir",0,0,"sqa1.png",1,1,"sqa",-120,-120,"tri4.png",4,1,"tri",120,0,"",NA,"",NA,NA,"left",1460,3,1682499551099,"p3sarrshacol4.png","sarrshacol","new"
"148",4563,2,3,0,0,4,5,0,0,0,0,79,"26-03-23","10:58:41","kancv4",1540,"cir5.png",5,0,"cir",0,120,"sqa1.png",1,1,"sqa",-120,-120,"cir5.png",5,1,"cir",0,-120,"cir3.png",3,1,"cir",0,0,"tri6.png",6,1,"tri",120,0,"",NA,"",NA,NA,"left",1460,4,1682499551099,"p3sarrshacol4.png","sarrshacol","new"
"149",4730,0,1,4,0,2,5,0,3,0,0,79,"25-03-23","14:28:26","gllg3z",1837,"tri0.png",0,1,"tri",0,-120,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",0,120,"tri0.png",0,1,"tri",120,-120,"tri0.png",0,1,"tri",120,0,"",NA,"",NA,NA,"left",1163,1,1682425708112,"p3sarrshacol4.png","sarrshacol","new"
"150",4731,0,4,2,5,0,1,3,0,0,0,79,"25-03-23","14:28:26","gllg3z",1837,"tri0.png",0,1,"tri",120,0,"sqa0.png",0,1,"sqa",120,-120,"tri0.png",0,1,"tri",-120,120,"sqa0.png",0,1,"sqa",0,-120,"cir0.png",0,1,"cir",-120,0,"",NA,"",NA,NA,"left",1163,2,1682425708112,"p3sarrshacol4.png","sarrshacol","new"
"151",4732,1,3,0,4,5,2,0,0,0,0,79,"25-03-23","14:28:26","gllg3z",1837,"sqa0.png",0,1,"sqa",-120,-120,"tri0.png",0,1,"tri",120,0,"cir0.png",0,1,"cir",0,-120,"sqa0.png",0,1,"sqa",-120,0,"cir0.png",0,1,"cir",0,0,"",NA,"",NA,NA,"left",1163,3,1682425708112,"p3sarrshacol4.png","sarrshacol","new"
"152",4733,5,1,0,3,2,4,0,0,0,0,79,"25-03-23","14:28:26","gllg3z",1837,"sqa0.png",0,1,"sqa",0,-120,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",-120,0,"tri0.png",0,1,"tri",120,0,"cir0.png",0,1,"cir",-120,-120,"",NA,"",NA,NA,"left",1163,4,1682425708112,"p3sarrshacol4.png","sarrshacol","new"
"153",4815,0,1,4,2,0,3,5,0,0,0,79,"25-03-23","12:00:12","yytyg2",1080,"sqa4.png",4,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",-120,0,"sqa4.png",4,1,"sqa",120,0,"cir3.png",3,1,"cir",120,-120,"tri1.png",1,1,"tri",-120,120,"",NA,"",NA,NA,"left",1920,1,1682416830923,"p3sarrshacol4.png","sarrshacol","new"
"154",4816,0,5,3,0,1,4,0,2,0,0,79,"25-03-23","12:00:12","yytyg2",1080,"tri6.png",6,1,"tri",0,0,"tri6.png",6,1,"tri",0,120,"cir3.png",3,1,"cir",120,-120,"sqa3.png",3,1,"sqa",120,0,"cir4.png",4,1,"cir",0,-120,"",NA,"",NA,NA,"left",1920,2,1682416830923,"p3sarrshacol4.png","sarrshacol","new"
"155",4817,1,2,4,5,0,3,0,0,0,0,79,"25-03-23","12:00:12","yytyg2",1080,"sqa4.png",4,1,"sqa",-120,-120,"sqa4.png",4,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",120,0,"sqa4.png",4,1,"sqa",120,-120,"tri1.png",1,1,"tri",-120,0,"",NA,"",NA,NA,"left",1920,3,1682416830923,"p3sarrshacol4.png","sarrshacol","new"
"156",4818,0,4,5,3,0,1,2,0,0,0,79,"25-03-23","12:00:12","yytyg2",1080,"sqa1.png",1,1,"sqa",120,0,"tri1.png",1,1,"tri",-120,120,"sqa5.png",5,1,"sqa",-120,0,"sqa3.png",3,1,"sqa",0,-120,"cir4.png",4,1,"cir",120,-120,"",NA,"",NA,NA,"left",1920,4,1682416830923,"p3sarrshacol4.png","sarrshacol","new"
